block_index	block_type	style	alignment	text
489	paragraph	Normal	JUSTIFY (3)	1. Thương lượng tập thể không thành thuộc một trong các trường hợp sau đây:
490	paragraph	Normal	JUSTIFY (3)	a) Một bên từ chối thương lượng hoặc không tiến hành thương lượng trong thời hạn quy định tại khoản 1 Điều 70 của Bộ luật này;
491	paragraph	Normal	JUSTIFY (3)	b) Đã hết thời hạn quy định tại khoản 2 Điều 70 của Bộ luật này mà các bên không đạt được thỏa thuận;
492	paragraph	Normal	JUSTIFY (3)	c) Chưa hết thời hạn quy định tại khoản 2 Điều 70 của Bộ luật này nhưng các bên cùng xác định và tuyên bố về việc thương lượng tập thể không đạt được thỏa thuận.
493	paragraph	Normal	JUSTIFY (3)	2. Khi thương lượng không thành, các bên thương lượng tiến hành thủ tục giải quyết tranh chấp lao động theo quy định của Bộ luật này. Trong khi đang giải quyết tranh chấp lao động, tổ chức đại diện người lao động không được tổ chức đình công.
494	paragraph	Normal	JUSTIFY (3)	Điều 72. Thương lượng tập thể ngành, thương lượng tập thể có nhiều doanh nghiệp tham gia
495	paragraph	Normal	JUSTIFY (3)	1. Nguyên tắc, nội dung thương lượng tập thể ngành, thương lượng tập thể có nhiều doanh nghiệp tham gia thực hiện theo quy định tại Điều 66 và Điều 67 của Bộ luật này. 
496	paragraph	Normal	JUSTIFY (3)	2. Quy trình tiến hành thương lượng tập thể ngành, thương lượng tập thể có nhiều doanh nghiệp tham gia do các bên thỏa thuận quyết định, bao gồm cả việc thỏa thuận tiến hành thương lượng tập thể thông qua Hội đồng thương lượng tập thể quy định tại Điều 73 của Bộ luật này.
497	paragraph	Normal	JUSTIFY (3)	3. Trường hợp thương lượng tập thể ngành thì đại diện thương lượng là tổ chức công đoàn ngành và tổ chức đại diện người sử dụng lao động cấp ngành quyết định.
498	paragraph	Normal	JUSTIFY (3)	Trường hợp thương lượng tập thể có nhiều doanh nghiệp tham gia thì đại diện thương lượng do các bên thương lượng quyết định trên cơ sở tự nguyện, thỏa thuận. 
499	paragraph	Normal	JUSTIFY (3)	Điều 73. Thương lượng tập thể có nhiều doanh nghiệp tham gia thông qua Hội đồng thương lượng tập thể
500	paragraph	Normal	JUSTIFY (3)	1. Trên cơ sở đồng thuận, các bên thương lượng tập thể có nhiều doanh nghiệp tham gia có thể yêu cầu Ủy ban nhân dân cấp tỉnh nơi đặt trụ sở chính của các doanh nghiệp tham gia thương lượng hoặc nơi do các bên lựa chọn trong trường hợp các doanh nghiệp tham gia thương lượng có trụ sở chính tại nhiều tỉnh, thành phố trực thuộc trung ương thành lập Hội đồng thương lượng tập thể để tiến hành thương lượng tập thể. 
501	paragraph	Normal	JUSTIFY (3)	2. Khi nhận được yêu cầu của các bên thương lượng tập thể có nhiều doanh nghiệp tham gia, Ủy ban nhân dân cấp tỉnh quyết định thành lập Hội đồng thương lượng tập thể để tổ chức việc thương lượng tập thể. Thành phần Hội đồng thương lượng tập thể bao gồm:
502	paragraph	Normal	JUSTIFY (3)	a) Chủ tịch Hội đồng do các bên quyết định và có trách nhiệm điều phối hoạt động của Hội đồng thương lượng tập thể, hỗ trợ cho việc thương lượng tập thể của các bên;
503	paragraph	Normal	JUSTIFY (3)	b) Đại diện các bên thương lượng tập thể do mỗi bên cử. Số lượng đại diện mỗi bên thương lượng tham gia Hội đồng do các bên thỏa thuận;   
504	paragraph	Normal	JUSTIFY (3)	c) Đại diện Ủy ban nhân dân cấp tỉnh.
505	paragraph	Normal	JUSTIFY (3)	3. Hội đồng thương lượng tập thể tiến hành thương lượng theo yêu cầu của các bên và tự chấm dứt hoạt động khi thỏa ước lao động tập thể có nhiều doanh nghiệp tham gia được ký kết hoặc theo thỏa thuận của các bên.
506	paragraph	Normal	JUSTIFY (3)	4. Bộ trưởng Bộ Lao động - Thương binh và Xã hội quy định chức năng, nhiệm vụ, hoạt động của Hội đồng thương lượng tập thể.
507	paragraph	Normal	JUSTIFY (3)	Điều 74. Trách nhiệm của Ủy ban nhân dân cấp tỉnh trong thương lượng tập thể
508	paragraph	Normal	JUSTIFY (3)	1. Tổ chức đào tạo, bồi dưỡng kỹ năng thương lượng tập thể cho các bên thương lượng tập thể.
509	paragraph	Normal	JUSTIFY (3)	2. Xây dựng và cung cấp các thông tin, dữ liệu về kinh tế - xã hội, thị trường lao động, quan hệ lao động nhằm hỗ trợ, thúc đẩy thương lượng tập thể.
510	paragraph	Normal	JUSTIFY (3)	3. Chủ động hoặc khi có yêu cầu của cả hai bên thương lượng tập thể, hỗ trợ các bên đạt được thỏa thuận trong quá trình thương lượng tập thể; trường hợp không có yêu cầu, việc chủ động hỗ trợ của Ủy ban nhân dân cấp tỉnh chỉ được tiến hành nếu được các bên đồng ý.
511	paragraph	Normal	JUSTIFY (3)	4. Thành lập Hội đồng thương lượng tập thể khi có yêu cầu của các bên thương lượng tập thể có nhiều doanh nghiệp theo quy định tại Điều 73 của Bộ luật này.
512	paragraph	Normal	JUSTIFY (3)	
513	paragraph	Normal	CENTER (1)	Mục 3
514	paragraph	Normal	CENTER (1)	THỎA ƯỚC LAO ĐỘNG TẬP THỂ
515	paragraph	Normal	JUSTIFY (3)	Điều 75. Thỏa ước lao động tập thể
516	paragraph	Normal	JUSTIFY (3)	1. Thỏa ước lao động tập thể là thỏa thuận đạt được thông qua thương lượng tập thể và được các bên ký kết bằng văn bản.
517	paragraph	Normal	JUSTIFY (3)	Thỏa ước lao động tập thể bao gồm thỏa ước lao động tập thể doanh nghiệp, thỏa ước lao động tập thể ngành, thỏa ước lao động tập thể có nhiều doanh nghiệp và các thỏa ước lao động tập thể khác. 
518	paragraph	Normal	JUSTIFY (3)	2. Nội dung thỏa ước lao động tập thể không được trái với quy định của pháp luật; khuyến khích có lợi hơn cho người lao động so với quy định của pháp luật.
519	paragraph	Normal	JUSTIFY (3)	Điều 76. Lấy ý kiến và ký kết thỏa ước lao động tập thể
520	paragraph	Normal	JUSTIFY (3)	1. Đối với thỏa ước lao động tập thể doanh nghiệp, trước khi ký kết, dự thảo thỏa ước lao động tập thể đã được các bên đàm phán phải được lấy ý kiến của toàn bộ người lao động trong doanh nghiệp. Thỏa ước lao động tập thể doanh nghiệp chỉ được ký kết khi có trên 50% người lao động của doanh nghiệp biểu quyết tán thành. 
521	paragraph	Normal	JUSTIFY (3)	2. Đối với thỏa ước lao động tập thể ngành, đối tượng lấy ý kiến bao gồm toàn bộ thành viên ban lãnh đạo của các tổ chức đại diện người lao động tại các doanh nghiệp tham gia thương lượng. Thỏa ước lao động tập thể ngành chỉ được ký kết khi có trên 50% tổng số người được lấy ý kiến biểu quyết tán thành.
522	paragraph	Normal	JUSTIFY (3)	Đối với thỏa ước lao động tập thể có nhiều doanh nghiệp, đối tượng lấy ý kiến bao gồm toàn bộ người lao động tại các doanh nghiệp tham gia thương lượng hoặc toàn bộ thành viên ban lãnh đạo của các tổ chức đại diện người lao động tại các doanh nghiệp tham gia thương lượng. Chỉ những doanh nghiệp có trên 50% số người được lấy ý kiến biểu quyết tán thành mới tham gia ký kết thỏa ước lao động tập thể có nhiều doanh nghiệp.
523	paragraph	Normal	JUSTIFY (3)	 3. Thời gian, địa điểm và cách thức lấy ý kiến biểu quyết đối với dự thảo thỏa ước lao động tập thể do tổ chức đại diện người lao động quyết định nhưng không được làm ảnh hưởng đến hoạt động sản xuất, kinh doanh bình thường của doanh nghiệp tham gia thương lượng. Người sử dụng lao động không được gây khó khăn, cản trở hoặc can thiệp vào quá trình tổ chức đại diện người lao động lấy ý kiến biểu quyết về dự thảo thỏa ước.
524	paragraph	Normal	JUSTIFY (3)	4. Thỏa ước lao động tập thể được ký kết bởi đại diện hợp pháp của các bên thương lượng. 
525	paragraph	Normal	JUSTIFY (3)	Trường hợp thỏa ước lao động tập thể có nhiều doanh nghiệp được tiến hành thông qua Hội đồng thương lượng tập thể thì được ký kết bởi Chủ tịch Hội đồng thương lượng tập thể và đại diện hợp pháp của các bên thương lượng.
526	paragraph	Normal	JUSTIFY (3)	5. Thỏa ước lao động tập thể phải được gửi cho mỗi bên ký kết và cho cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh theo quy định tại Điều 77 của Bộ luật này.
527	paragraph	Normal	JUSTIFY (3)	Đối với thỏa ước lao động tập thể ngành hoặc thỏa ước lao động tập thể có nhiều doanh nghiệp thì từng người sử dụng lao động và từng tổ chức đại diện người lao động tại các doanh nghiệp tham gia thỏa ước phải được nhận 01 bản. 
528	paragraph	Normal	JUSTIFY (3)	6. Sau khi thỏa ước lao động tập thể được ký kết, người sử dụng lao động phải công bố cho người lao động của mình biết.
529	paragraph	Normal	JUSTIFY (3)	7. Chính phủ quy định chi tiết Điều này.
530	paragraph	Normal	JUSTIFY (3)	Điều 77. Gửi thỏa ước lao động tập thể 
531	paragraph	Normal	JUSTIFY (3)	Trong thời hạn 10 ngày kể từ ngày thỏa ước lao động tập thể được ký kết, người sử dụng lao động tham gia thỏa ước phải gửi 01 bản thỏa ước lao động tập thể đến cơ quan chuyên môn về lao động thuộc Ủy ban nhân dân cấp tỉnh nơi đặt trụ sở chính. 
532	paragraph	Normal	JUSTIFY (3)	Điều 78. Hiệu lực và thời hạn của thỏa ước lao động tập thể
533	paragraph	Normal	JUSTIFY (3)	1. Ngày có hiệu lực của thỏa ước lao động tập thể do các bên thỏa thuận và được ghi trong thỏa ước. Trường hợp các bên không thỏa thuận ngày có hiệu lực thì thỏa ước lao động tập thể có hiệu lực kể từ ngày ký kết.
534	paragraph	Normal	JUSTIFY (3)	Thỏa ước lao động tập thể sau khi có hiệu lực phải được các bên tôn trọng thực hiện.
535	paragraph	Normal	JUSTIFY (3)	2. Thỏa ước lao động tập thể doanh nghiệp có hiệu lực áp dụng đối với người sử dụng lao động và toàn bộ người lao động của doanh nghiệp. Thỏa ước lao động tập thể ngành và thỏa ước lao động tập thể có nhiều doanh nghiệp có hiệu lực áp dụng đối với toàn bộ người sử dụng lao động và người lao động của các doanh nghiệp tham gia thỏa ước lao động tập thể.
536	paragraph	Normal	JUSTIFY (3)	3. Thỏa ước lao động tập thể có thời hạn từ 01 năm đến 03 năm. Thời hạn cụ thể do các bên thỏa thuận và ghi trong thỏa ước lao động tập thể. Các bên có quyền thỏa thuận thời hạn khác nhau đối với các nội dung của thỏa ước lao động tập thể.
537	paragraph	Normal	JUSTIFY (3)	Điều 79. Thực hiện thỏa ước lao động tập thể tại doanh nghiệp
538	paragraph	Normal	JUSTIFY (3)	1. Người sử dụng lao động, người lao động, bao gồm cả người lao động vào làm việc sau ngày thỏa ước lao động tập thể có hiệu lực, có nghĩa vụ thực hiện đầy đủ thỏa ước lao động tập thể đang có hiệu lực.
